show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
tm883958,Movie,LEGO DC: Shazam! Magic and Monsters,,,US,,2020,,81 min,"animation, family, fantasy, scifi, action, comedy","It’s high time the Justice League took notice of Shazam, but joining the world’s greatest team of superheroes is a lot harder when they’ve all been turned into kids."
ts110124,TV Show,Gösta,,,"HU, SE",,2019,TV-MA,1 Season,"comedy, drama","Gösta is a 28-year-old child psychologist who gets his first job in a small rural area. He moves from Stockholm and rents a cabin in the middle of the forest. Gösta wants to be the nicest person in the world and helps everyone he meets. Sometimes things go well, but not always ..."
tm418476,Movie,Invisibles,,,FR,,2019,,102 min,"drama, comedy, european","Following a city councils decision, a women's shelter will soon be closed and social workers have only three months to accommodate the residents."
tm824198,Movie,One for All,,,ES,,2020,,91 min,"drama, documentation, european","A substitute teacher takes on a job as a year 6 class teacher in a village he does not know. He has to help a student adjust back into school, although none of his classmates want him there."
tm471860,Movie,Ice on Fire,,,US,,2019,,98 min,documentation,"An eye-opening documentary that asks the question: Are we going to let climate change destroy civilization, or will we act on technologies that can reverse it? Featuring never-before-seen solutions on the many ways we can reduce carbon in the atmosphere thus paving the way for temperatures to go down, saving civilization."
tm493314,Movie,If I Were Rich Man,,,ES,,2019,,98 min,"comedy, european","A man which wife is filing to divorce him wins 25 million EUR in the lotto, hiding her to prevent sharing the half of the prize."
ts268290,TV Show,Adventure of the Ring,,,TW,,2020,TV-14,1 Season,"drama, comedy, romance","After losing their engagement ring, Yi-Zhi fears for his future with Lisa – but as the ring travels from couple to couple, they begin to re-examine the meaning of true love."
tm974617,Movie,The Fresh Prince of Bel-Air Reunion,,,US,,2020,,75 min,documentation,"Join Will Smith, Tatyana Ali, Karyn Parsons, Joseph Marcell, Daphne Maxwell Reid, Alfonso Ribeiro and DJ Jazzy Jeff, for a funny and heartfelt night full of music and dancing in honor of the show that ran for six seasons and 148 episodes."
tm811658,Movie,Pseudo,,,BO,,2020,R,90 min,thriller,A taxi driver gets caught up in a deadly operation when he steals the identity of a passenger.
ts89983,TV Show,Lazor Wulf,,,US,,2019,TV-MA,2 Seasons,"comedy, animation",Lazor Wulf follows the adventures of a wolf who carries a laser on his back...obviously.
ts251892,TV Show,YOLO Crystal Fantasy,,,"US, AU",,2020,TV-14,1 Season,animation,"Two Australian party girls, Sarah and Rachel, looking for fun times, new experiences, positive vibes, and hopeful horoscopes in the bizarre town of Wollongong. Sarah's quest is to find love, whereas Rachel hungers for chaos, often bringing them into conflict as they encounter surreal Australiana, strange bush creatures, and eccentric nomads."
tm933380,Movie,The Mystery of D.B. Cooper,,,GB,,2020,,87 min,"documentation, crime, history","This documentary brings to life the stories of four people believed by their family and friends to be “DB Cooper,” a man who hijacked a 727 flying out of Seattle and jumped from the plane over the wilds of Washington State with a parachute and $200,000, never to be heard from again."
ts190879,TV Show,Gemusetto Machu Picchu,,,US,,2019,TV-14,2 Seasons,"comedy, fantasy, sport, animation, scifi",Sportsman/relic-thief Makasu travels the world defeating religious pantheons in sports and stealing their mystical artifacts. But can he overcome his emotional memories in order to defeat the gods of the Inca in tennis?
ts237649,TV Show,Tig n' Seek,,,US,,2020,TV-PG,3 Seasons,animation,"Follow 8-year-old Tiggy and his gadget-building cat, Gweeseek, as they search for the lost items of Wee Gee City. With Tiggy’s cheerful attitude and Gweeseek’s exceptional inventing capabilities, the duo humorously navigate day-to-day dilemmas at the Department of Lost and Found."
ts271202,TV Show,Tuff Money,,,RO,,2020,TV-MA,1 Season,"comedy, crime, drama","After two hapless stoplight technicians make an offhand joke about an imaginary heist, everyone in their small Romanian town suddenly wants a piece of the pie – forcing the pair to make a decision that could change their lives forever."
tm821120,Movie,El verano que vivimos,,,ES,,2020,,119 min,"drama, romance, european","Isabel is a journalism student who is in the journal of a Galician coastal town for her work placement. During her stay, she finds an anonymous obituary dedicated to Lucía. It tells a love, friendship and treason story in 1958."
tm832366,Movie,Shakira in Concert: El Dorado World Tour,,,,,2019,,122 min,"music, documentation","Shakira is a global superstar who, by the age of 18, had taken Latin America by storm. Now, she celebrates her triumphant return to the stage in 2018 with a thrilling concert film documenting her acclaimed El Dorado World Tour."
tm845482,Movie,On the Record,,,US,,2020,,95 min,documentation,"The haunting story of music executive Drew Dixon as she grapples with her decision to become one of the first women of color, in the wake of #MeToo, to come forward and publicly accuse hip-hop mogul Russell Simmons of sexual misconduct. A gripping and profound examination of race, gender, intersectionality, and the toll sexual abuse takes on survivors and on society at large."
tm882054,Movie,Pompeii: Disaster Street,,,,,2020,,96 min,"history, documentation","Archaeologists have just uncovered entirely new areas and villas in ancient Pompeii… the first excavation there in 70 years. Get exclusive access to the dig and see how new artifacts and new DNA science are changing history. And through the use of sophisticated Hollywood production techniques and reenactments, discover the real stories of what happened to the unfortunate souls who didn’t escape to the city gates. This is the devastating account of the final hours of that fateful day in October 79AD."
ts231859,TV Show,Vengeance: Killer Coworkers,,,US,,2020,,2 Seasons,crime,A series of true crime murder cases with something in common: the killer was someone from work.
tm882242,Movie,Kill Chain: The Cyber War on America's Elections,,,US,,2020,,91 min,documentation,"In advance of the 2020 Presidential election, Kill Chain: The Cyber War on America's Elections takes a deep dive into the weaknesses of today's election technology, investigating the startling vulnerabilities in America's voting systems and the alarming risks they pose to our democracy."
ts216716,TV Show,The Fungies!,,,US,,2020,TV-Y7,3 Seasons,"animation, comedy, family, fantasy","Seth, a young Fungie, wants to share his love of science with friends – but his search for adventure often stirs up trouble in prehistoric Fungietown, leading to hilarious and heartwarming surprises."
tm831212,Movie,"Turu, the Wacky Hen",,,"ES, AR",,2019,,80 min,"animation, family, european",A hen unable to lay eggs finds her life changed when she is sold to a music teacher.
tm894108,Movie,We Bare Bears: The Movie,,,US,,2020,G,69 min,"comedy, family, fantasy, animation","When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace."
ts119123,TV Show,Detention Adventure,,,CA,,2019,,3 Seasons,family,Three nerdy friends and the school bully must get themselves thrown into detention to find the entrance to a labyrinth of trap-laden tunnels protecting the fabled hidden lab of Alexander Graham Bell.
tm851292,Movie,Schoolgirls,,,ES,,2020,,97 min,"drama, european","Prodded by the rebellious Brisa, puberty is awakening in twelve-year-old Celia. Quickly, the two become allies against the rigid rules of authority in the Catholic girls’ school. However, questions about the right bra, cool bands and sexy clothing cannot hide the urgent search for their own identity."
ts252365,TV Show,Ravi Patel's Pursuit of Happiness,,,US,,2020,,1 Season,"documentation, comedy","Actor, humanitarian, and documentarian Ravi Patel takes a trip around the world to investigate societal norms in search of answers to some of life’s most pressing questions."
tm680256,Movie,Liberty: Mother of Exiles,,,US,,2019,,90 min,documentation,A look at the history of the Statue of Liberty and the meaning of sculptor Auguste Bartholdi's creation to people around the world.
tm898383,Movie,Stockton on My Mind,,,US,,2020,,89 min,documentation,The story of Mayor Michael Tubbs through his first term in office as he tirelessly advances his innovative proposals for a city at a turning point.
tm946951,Movie,The Monster at the End of This Story,,,US,,2020,G,31 min,"animation, family, fantasy",The Monster at the End of This Story is Sesame Street special on HBO Max.
tm928792,Movie,Culpa,,,,,2020,,7 min,drama,"A print-shop worker finds out the hard way that if you let it, guilt, will kill you."
tm864405,Movie,The Scheme,,,US,,2020,,118 min,"documentation, crime","The revealing, no-holds-barred tale of Christian Dawkins, convicted in federal court in the biggest criminal case in collegiate sports history, a criminal enterprise that infiltrated college basketball teams and funneled hundreds of thousands of dollars to steer recruits to prominent athletic programs."
tm812586,Movie,Ramy Youssef: Feelings,,,US,,2019,,60 min,comedy,A young Egyptian-American stand up comedian tackles universal predicaments such as sex with the latest pop culture references and from the specific vantage point of a Muslim millenial.
tm827289,Movie,Rosa's Wedding,,,"FR, ES",,2020,,97 min,"comedy, romance",Rosa is about to turn 45 and realises that she's always lived her life to serve everyone else. So she decides to leave it all behind and take charge of her life and fulfil her dream of starting her own business
tm461646,Movie,Ernie & Joe,,,US,,2019,,96 min,documentation,Ernie & Joe follows two officers with the San Antonio Police Department mental health unit who are diverting people away from jail and into mental health treatment — one 911 call at a time.
tm476886,Movie,Days of the Whale,,,CO,,2019,,80 min,drama,"Cristina and Simon are two young graffii artists who paint the city that they live in: Medellín. They defy a criminal gang when they decide to paint over a threat, written in a wall, a mural of a whale. The powerful strength of youth, faces fear, violence and the many risks of growing up."
tm921992,Movie,Coastal Elites,,,US,,2020,,87 min,"comedy, drama","A socially distanced comedic satire that spotlights five characters breaking down and breaking through as they grapple with politics, culture, and the pandemic."
ts235972,TV Show,The Not-Too-Late Show with Elmo,,,US,,2020,TV-Y,2 Seasons,,"Elmo is the host of his very own talk show and he's going to bring you some (not-too-late) fun with this celeb-studded talk show, bringing familiar Sesame Street friends like Elmo, Cookie Monster, celebrity guests, and laughs the whole family can enjoy!"
ts89875,TV Show,Foodie Love,,,ES,,2019,TV-MA,1 Season,"drama, comedy","A pair of thirty-somethings meet through a food lover app and embark on a relationship despite past scars. Over the course of several dates, they discover where their tastes overlap and whether their passion for food, and shared distaste for foodie pretension, is enough to spark true love."
ts224307,TV Show,Love Monster,,,GB,,2020,,3 Seasons,,This animated series follows the colourful and funny adventures of lovable hairy hero Love Monster as he searches for the right thing to do in a world in which he is one of a kind.
tm897405,Movie,Versailles Rediscovered: The Sun King's Vanished Palace,,,FR,,2019,PG,91 min,"history, documentation","Based on the latest technological and scientific advances, this documentary explores the palace's architectural past to resurrect Louis XIV's vanished Versailles.  Versailles was an ongoing building site at the time of Louis XIV and continued to be transformed by its successive occupants later on. The Versailles we know today only vaguely resembles the Versailles of the Sun King. Most of its original features and apartments no longer exist.  Thanks to the digitisation of thousands of plans, a team of scientists takes us back in time to explore this forgotten past in a new way, through a large-scale reconstruction project to bring back the Versailles of Louis XIV as he designed it, according to his requirements and dreams."
ts249862,TV Show,The Secret Lives Of Big Cats,,,,,2020,,1 Season,documentation,"Big cat populations are shrinking fast, but now we have the means to view them in more detail than ever. This series looks at seven different members of the big cat family from around the world, from the tigers of Asia to the jaguars of South America."
tm855348,Movie,The Wedding Unplanner,,,ES,,2020,,110 min,"comedy, european","Marina is a woman in her thirties who works organizing weddings. Not because she is an inveterate romantic just because, as she says, ""when people are in love, they don't care about money"". Unlike her customers, she enjoys a life without ties or commitments, until the moment when she falls in love with Carlos. The problem is not only he is about to get married, but also his fiancee is Marina's childhood friend and they have hired her as their Wedding Planner."
tm465547,Movie,Game of Thrones: The Last Watch,,,US,,2019,,108 min,documentation,Post-finale feature-length documentary about the making-of the hit HBO TV show.
tm861688,Movie,The Name of the Son,,,AR,,2019,,14 min,drama,"Long hair would look good on him, but so would a moustache. This summer by the sea, the trans boy Lucho knows that there is a lot in him that is difficult to share with others."
tm949799,Movie,Territorio,,,,,2020,,94 min,drama,"Manuel and Lupe want to have a baby. When Manuel discovers he is infertile, he starts to fall apart both physically and emotionally. After exploring several options, Manuel turns to Rubén, his new friend, to act as their donor."
tm469965,Movie,Our Mothers,,,"BE, FR, GT",,2019,,78 min,drama,"Guatemala, 2018. The country is riveted on the trial of the military officers who started the civil war. The victims’ testimonials keep pouring in. Ernesto, a young anthropologist at the Forensic Foundation, identifies people who have gone missing. One day, through an old lady’s story, Ernesto thinks he has found a lead that will allow him to find his father, a guerillero who disappeared during the war."
tm890816,Movie,"Yvonne Orji: Momma, I Made It!",,,US,,2020,,65 min,"comedy, documentation","'Insecure' star Yvonne Orji celebrates her Nigerian-American upbringing in her debut HBO comedy special, which intersperses her stand-up with documentary footage of a trip to Nigeria."
tm892005,Movie,Coffee Shop Names,,,US,,2020,,8 min,comedy,"Three Indian people imagine their personas as the names they give baristas, because their real names are hard to pronounce."
tm863471,Movie,Cooking the Perfect Burger,,,,,2019,PG,13 min,,"Meet Alex McCoy, an award-winning chef on a mission to perfect an American classic: the hamburger. He'll walk you through his tips and tricks to craft the perfect burger, all in the comfort of your kitchen."
tm925593,Movie,Beth Stelling: Girl Daddy,,,US,,2020,,57 min,comedy,"Comedian Beth Stelling takes the stage at Minneapolis’ Varsity Theater to talk sex, drugs, and babies in her hilarious new special Beth Stelling: Girl Daddy. Musing on the ways that sexual pleasure is different for men and women, Stelling’s not ashamed to admit that she always thinks her massage therapist is falling for her – and is not afraid to call male comedians out for making lazy #MeToo jokes. Stelling also shares her takes on being a relationship person, having reverse body dysmorphia, alternative wedding traditions, her relationship with her Orlando-based actor father whose personality is “Fox News,” talking sex with her may-as-well-be-virginal mom, and how her sisters just love to make babies."
ts254551,TV Show,Haute Dog,,,US,,2020,,1 Season,reality,"This head-to-tail dog grooming creative competition series, inspired by Jess Rona's coffee table book ""Groomed,"" showcases canine breeds of all kinds, with each episode featuring three dog groomers facing off over two rounds. These doggy makeover wizards compete to turn the K-9s into K-10s"
tm825448,Movie,"The Bronx, USA",,,US,,2019,,85 min,documentation,The socio-cultural history of the Bronx.
tm950310,Movie,Revolution Rent,,,US,,2019,,90 min,documentation,"A Cuban-American director travels to his exiled parents' homeland to mount a stage production of the musical, RENT, where he discovers an inspiring artistic family and embarks on a personal journey to reclaim his complicated heritage."
tm872994,Movie,Transhood,,,US,,2020,,96 min,documentation,"Filmed over five years in Kansas City, this documentary follows four kids - beginning at ages 4, 7, 12, and 15 - as they redefine ""coming of age."" These kids and their families reveal intimate realities of how gender is re-shaping the family next door in a never-before-told chronicling of growing up transgender in the heartland. The film is a nuanced examination of how families tussle, transform, and sometimes find unexpected purpose in their identities as transgender families. Lighthearted and deeply moving, this story teaches us something new about being human."
tm827433,Movie,Torn Apart: Separated at the Border,,,US,,2019,PG,39 min,documentation,Two mothers who were each separated from their children in the United States for months after fleeing from danger in their homelands to seek asylum work with pro-bono lawyers and volunteers to reunite with their kids who have been placed thousands of miles away from them with little access to communication.
ts90624,TV Show,On Tour with Asperger's Are Us,,,US,,2019,TV-14,1 Season,"comedy, documentation","Four comics with Asperger's syndrome cram into an RV that's on the verge of exploding and embark on their first cross-country tour, testing their understanding of friendship, comedy and carburetors."
tm927053,Movie,40 Years a Prisoner,,,US,,2020,,110 min,"documentation, crime","A chronicle of the controversial 1978 Philadelphia police raid on the radical back-to-nature group MOVE and the aftermath that led to a son’s decades-long fight to free his parents. Through eyewitness accounts and archival footage of the escalating tension that resulted in the controversial confrontation between police and MOVE members, the film illuminates the story of a city grappling with racial tension and police brutality with alarming topicality and modern-day relevance."
tm820155,Movie,My Favorite Shapes by Julio Torres,,,US,,2019,,57 min,comedy,"In this multimedia comedy show, Torres explores his favorite shapes, which include a plexiglass square, a triangle, an oval that wishes he were a circle, a self-conscious cactus and a Ferrero Rocher chocolate that Julio is mad at because she left her little skirt at home. The objects are presented via an industrial conveyer belt and serve as a jumping-off point for fantastical stories, anecdotes and jokes."
ts268680,TV Show,HI$TORY,,,US,,2019,,1 Season,,NPR’s Peter Sagal takes us on an irreverent romp through American history to reveal how money makes the world go around.
tm469747,Movie,Wig,,,US,,2019,PG-13,89 min,documentation,"Spotlighting the art of drag, and centered on the New York staple Wigstock, this documentary showcases the personalities and performances that inform the ways we understand queerness, art and identity today."
tm1099385,Movie,Bucket List: Australia,,,AU,,2019,,50 min,,"If Australia makes you think of beaches and BBQs, cricket, and cork hats, you haven’t seen anything yet. Giant deserts, ancient rainforest, tropical coasts, and mystical rock formations. Not to mention, some of the weirdest and most wonderful animals on the planet."
tm832422,Movie,Gina Brillon: Easily Offended,,,,,2019,,29 min,comedy,Actress-writer-comedian Gina Brillon shines in this hilarious half-hour stand-up special.
tm925941,Movie,Pyramid Builders: New Clues,,,US,,2019,PG,53 min,"documentation, history","Over the past few decades, significant discoveries have been made on the very site where the pyramids were built. But now, hundreds of kilometers from the pyramids themselves, we are gaining more insight into just how they were built. Two teams of Egyptologists, one based in the middle of the desert, the other located on the Red Sea coast, are currently discovering more about the Egypt of Khufu’s time, than at the foot of the pyramids. What they found help them figure out how ancient Egyptians worked.  This film has been shot from within, immersed for several weeks within these 2 archaeological missions. Authentic archaeological experiments have been filmed in real time, revealing ancient techniques and methods, unlocking certain secrets of these ancient great builders."
tm825481,Movie,In the Shadow of the Towers: Stuyvesant High on 9/11,,,US,,2019,,35 min,"drama, history, documentation","Drawing on intimate access to eight eyewitnesses, this documentary offers a unique perspective on this tragic events of September 11, 2001."
tm446182,Movie,Moonlight Sonata: Deafness in Three Movements,,,US,,2019,,90 min,documentation,"A deeply personal portrait of three lives, and the discoveries that lie beyond loss: a deaf boy growing up, his deaf grandfather growing old, and Beethoven the year he was blindsided by deafness and wrote his iconic sonata."
tm945732,Movie,The Soul of America,,,US,,2020,,77 min,documentation,"Writer, journalist, Pulitzer Prize-winning historian and presidential biographer John Meacham offers his timely and invaluable insights into the country’s current political and historical moment by examining its past. Based on his 2018 bestseller of the same name."
tm858486,Movie,After Truth: Disinformation and the Cost of Fake News,,,US,,2020,,95 min,documentation,"An investigation into the ongoing threat caused by the phenomenon of “fake news” in the U.S., focusing on the real-life consequences that disinformation, conspiracy theories and false news stories have on the average citizen."
tm463907,Movie,One Nation Under Stress,,,US,,2019,,69 min,documentation,Dr. Sanjay Gupta explores how advances in neuroscience are shedding light on the origins and impact of stress.
tm1100142,Movie,Bucket List: South America,,,US,,2020,,50 min,,"One of the biggest continents South America should be up there on any wildlife watcher's bucket list. From record-breaking
 mountain ranges to the most massive rainforests the variety of landscapes supports an endless diversity of wildlife."
tm858269,Movie,Sherlock Holmes and the Great Escape,,,,,2019,,83 min,animation,"In the late 19th century, Mack, a heroic outlaw who stole from the rich to give to the poor, was loved and respected by the people, but he had long been a difficult case for the Yard. With the help of Sherlock, detective Gordon Gorilla Riller and Carlson Fox finally managed to catch Mack at his daughter Katie's birthday party. But Sherlock was then reviled by the people for arresting their hero. Four years later, Mack fights with the notorious Scarface in prison, and then climbs over the wall to escape. While tracking down Mack, Sherlock discovers Mack's heart-breaking reason behind his escape, and decides to let him fulfill his final wish before he would voluntarily surrender to the police. However, Scarface suddenly appears and kidnaps Katie. Sherlock and Watson team up with Gordon Gorilla Riller and Carlson Fox for the rescue. A battle between life and death is unfolding."
ts285781,TV Show,Mush-Mush & the Mushables,,,CH,,2020,TV-Y,2 Seasons,"comedy, family, fantasy, animation","Follow the forest adventures of Mush-Mush, his best friends Chep and Lilit and the rest of the Mushable community, as they explore, grow and discover just how fun and wild life can be. Mushables are the Guardians of the Forest, and each member has a special talent or ability – while Mush-Mush can communicate with nature, Chep has a huge memory and Lilit lights up and glows – all of this in theory at least, as they all still have a lot to learn!"
ts302761,TV Show,The History of Home Narrated by Nick Offerman,,,,,2020,,1 Season,,An examination of how the fundamental need of shelter changed lives and transformed houses into homes.
tm859027,Movie,Yerba Buena,,,,,2020,,97 min,comedy,"In the wake of the devastation caused by Hurricane María, three unsuspecting best friends launch a business selling pot brownies."
tm832906,Movie,What Happened on September 11,,,,,2019,PG,30 min,"documentation, drama, history","An introduction to the terrorist attacks in the United States on September 11, 2001 presented for a young audience."
tm817931,Movie,Yusuf Hawkins: Storm Over Brooklyn,,,"US, GB",,2020,PG-13,99 min,"documentation, crime","The 30-year legacy of the murder of black teenager Yusuf Hawkins by a group of young white men in Bensonhurst, Brooklyn, as his family and friends reflect on the tragedy and the subsequent fight for justice that inspired and divided New York City."
tm1036591,Movie,Hidden Russia,,,,,2020,,50 min,,"Nearly twice the size of the United States, Russia is the biggest country on Earth. From the subtropics to the arctic and the Atlantic Ocean to the Pacific; giant lakes, active volcanoes and endless forests."
tm914952,Movie,Princess of the Row,,,US,,2020,,90 min,"drama, thriller","The inspiring tale of a runaway foster child who will stop at nothing to live with the only family she knows: her homeless, mentally-ill veteran father who lives on the streets of LA's skid row."
ts94292,TV Show,Yabba-Dabba Dinosaurs!,,,GB,,2020,,1 Season,"animation, comedy, family","Following the escapades of the two sole children of the Flintstones and the Rubbles, and pet Dino."
ts254845,TV Show,Equal,,,US,,2020,TV-MA,1 Season,drama,"This four-part LGBTQ+ docuseries chronicles the untold events leading up to the Stonewall Uprising, honoring the rebels of yesteryear with never-before-seen archival footage along with stylistic depictions that bring to life the gripping and true backstories of these leaders and unsung heroes."
tm1092649,Movie,Polar Bears,,,,,2020,,50 min,documentation,The ultimate icons of the polar wilderness able to withstand the harshest environments and remain a top predator; the lives of polar bears are nothing short of remarkable!
tm934966,Movie,In Other Words,,,US,,2020,PG-13,98 min,"romance, comedy","A tech geek lands an investor for his matchmaking app. But when his app matches him with a beautiful girl who doesn't speak English, he travels with his buddies to wine country in Baja California, Mexico to prove his algorithm isn't screwy."
ts108762,TV Show,Squish,,,ES,,2019,,1 Season,animation,"Based on the best-selling comic book series by Matthew and Jennifer Holme, Squish is a comedy about an amoeba who wears a ball cap. His name is Squish. And oddly enough, he acts like all those other kids you might meet in a middle school. If those other kids were amoeba, paramecium, and microbes. This whole Town of Small Pond where Squish lives looks suspiciously like our own world, with its tidy streets and schools and homes. But it's inhabited solely by single-celled creatures with a few unicellular quirks. Algae are the cool kids, parasites can't be trusted. bacteria always makes a mess of everything.."
tm458012,Movie,Running with Beto,,,US,,2019,,94 min,documentation,This behind-the-scenes documentary follows Beto O'Rourke's rise from virtual unknown to national political figure through his bold attempt to unseat Ted Cruz in the US Senate.
tm825662,Movie,Return to the Moon,,,US,,2019,PG,1 min,documentation,
tm974016,Movie,Colin Quinn & Friends: A Parking Lot Comedy Show,,,US,,2020,,49 min,comedy,Colin Quinn and his friends haven't performed comedy in months thanks to the pandemic. So they got together and performed in a parking lot. What could go wrong?
tm457769,Movie,Song of Parkland,,,US,,2019,PG,30 min,documentation,"When Marjory Stoneman Douglas High School drama teacher Melody Herzfeld heard the fire alarm on Feb. 14, 2018, she was with her students in rehearsals for their annual children’s musical. Moments later, a Code Red sounded. Herzfeld rushed her 65 students into a storage closet while a shooter killed 17 teachers and students nearby."
tm823601,Movie,Alternate Endings: Six New Ways to Die in America,,,US,,2019,PG,68 min,documentation,A look at the varied new ways Americans are choosing to both find meaning and celebrate life as it comes to an end.
tm953166,Movie,Between the World and Me,,,US,,2020,,85 min,documentation,"Based on Ta-Nehisi Coates’ #1 New York Times bestseller and originally adapted and staged by the Apollo Theater, this special combines elements of that production - including powerful readings from Coates’ book - with documentary footage from the actors’ home life, archival footage, and animation."
tm841580,Movie,Lindsey Vonn: The Final Season,,,US,,2019,,89 min,"documentation, sport","Universally recognized as the greatest female skier ever, Lindsey Vonn went on a remarkable journey that was defined by unexpected twists and turns and dramatic peaks and valleys in its final chapter. LINDSEY VONN: THE FINAL SEASON intimately recounts the iconic skier’s last competitive campaign while looking back on her transcendent career, from child prodigy to decorated Olympian to global superstar."
tm915578,Movie,Cornfield Shipwreck,,,US,,2019,,37 min,"history, documentation","Discovered by an unlikely team of amateur historians 45 feet beneath a Kansas cornfield, the Steamboat Arabia is one of the best-preserved shipwrecks in American history. The treasures contained within painting a vivid picture of western expansion and the treacherous frontier."
tm850197,Movie,Young Hearts,,,US,,2020,,85 min,"romance, comedy",Two young neighbors embark on a first love relationship in which they struggle to remain kids amid the complexities of modern adolescence.
tm827460,Movie,The Art of Political Murder,,,US,,2020,PG-13,89 min,"documentation, crime","An investigation into the truth behind the murder of Guatemalan Bishop, Juan Gerardi, who was killed in 1998 just days after trying to hold the country's military accountable for the atrocities committed during its civil war."
tm611799,Movie,Going Nuts: Tales from the Squirrel World,,,DE,,2019,PG,50 min,documentation,"Squirrels are among the most widely known and recognized mammals. In many parts of the world they gladly join us for our lunches in city parks, amaze us with their acrobatics and entertain our children as cartoons on TV. Squirrels live in an extraordinarily diverse range of habitats. Some can fly, some can swim, some live in trees or underground, others love icy wastelands or burning hot deserts. But don’t let their cuteness fool you! They may be small, but squirrels are one of the most successful species on the planet. And they have big families. This blue-chip documentary explores some of the most fascinating squirrel species and shows how they became so successful dealing with extreme environments and curious (human) neighbors. 'Going Nuts' unveils the enchanting world of one of the “most watched” mammals on the planet."
tm945893,Movie,"1, 2, 3, All Eyes On Me",,,US,,2020,,15 min,drama,"When a crisis suddenly engulfs an elementary school campus, a determined art teacher tries everything she can to save her class."
tm857585,Movie,Women of Troy,,,US,,2020,,59 min,documentation,Women of Troy is an HBO Sports documentary exploring the transcendent career of the Cheryl Miller-led USC Trojans and their impact on women’s basketball.
tm835383,Movie,Autism: The Sequel,,,US,,2019,,40 min,documentation,"When Autism: The Musical was released in 2007, scores of young children were being identified as autistic. The original film explored some of the ways that families dealt with having kids on the spectrum. As the autism epidemic continues (1 in 68 children are now diagnosed) those same five families contend with caring for adult children with autism. This new film reconnects with all of the families to explore how these young adults are faring. Through their stories we see the ways in which the world has changed to accommodate autistic people as well as the ways in which it still has not."
ts189755,TV Show,Singletown,,,GB,,2019,,1 Season,"reality, romance",It is a fun relationship show featuring a diverse mix of young couples from all over the UK brought together in the most aspirational urban setting.
tm949223,Movie,Simmer,,,,,2020,,96 min,"crime, drama, thriller","When Chef finds out his family will be deported if he doesn't pay government imposed fees, he turns to his boss who offers him an opportunity as a black market driver to earn the money."
tm846155,Movie,"Siempre, Luis",,,US,,2020,,95 min,documentation,"A story that embodies the tenacity and passion of the American Dream, this documentary is a portrait of the pioneering activist Luis A. Miranda Jr. Luis is a decades-long fighter for Latino communities, a key player in the New York and national political arena, and a loving father of three – including the award-winning composer, lyricist and actor, Lin-Manuel Miranda."
tm945797,Movie,A Storybook Ending,,,"GB, CA",,2020,,18 min,comedy,"When a black man accidentally kills a white cop in self-defense, the cover-up sets off a chain reaction of deceit, blackmail, and murder."
tm845683,Movie,The Dishwasher,,,US,,2019,,13 min,"comedy, drama",A chef at a fine dining restaurant in New York City asks a Mexican dishwasher to find good tortillas.
tm936263,Movie,Calvary,,,ES,,2020,,13 min,,"Hair loss is taking a toll on Pablo. Is his bald head responsible for his failed relationship? While searching for new confidence, he experiences a humorous odyssey."
tm1045743,Movie,Erik Rivera: Super White,,,,,2019,,28 min,comedy,Comedian Erik Rivera focuses on the hilarious truths of parenting and married life in this stand-up special.
tm823607,Movie,Unmasking Jihadi John: Anatomy of a Terrorist,,,"GB, US",,2019,,90 min,documentation,"The inside story behind the hunt for ISIS poster boy ""Jihadi John"" by the US and British military and intelligence services. An interrogation of the twisted worldview espoused by ISIS and its propaganda machine which was operated by ""Jihadi millennials"" who turned social media sites such as Twitter and YouTube into recruitment platforms."
tm922326,Movie,Muy Gay Too Mexicano,,,US,,2020,,13 min,comedy,"As he prepares for a date, J.D. seeks advice from two opposite people that try to make him feel comfortable with his identity."
tm1036562,Movie,Hidden Japan,,,,,2020,,46 min,documentation,"The culture of Japan is incredible, from bloom festivals to ultra-modern cities. But there are also more than 130 mammals and 600 bird species dwelling in Japan’s 6,852 islands. This island chain is long enough to span climate zones, providing a huge range of habitat."
tm863811,Movie,Prehistoric Worlds,,,"JP, US, FR",,2020,PG,53 min,documentation,"Five times, Earth has faced apocalyptic events that swept nearly all life from the face of the planet. What did these prehistoric creatures look like? What catastrophes caused their disappearance? And how did our distant ancestors survive and give rise to the world we know today?"
tm912303,Movie,Tsunamis: Facing a Global Threat,,,FR,,2020,,53 min,"documentation, action","A worldwide scientific investigation on tsunamis. Thanks to exclusive access in Palu, Indonesia, follow the UN’s hand-picked scientific team of ""tsunami hunters"". Where do they strike? How do they submerge us? What can we do to survive them?"
tm426115,Movie,What You Gonna Do When the World's on Fire?,,,"FR, IT, US",,2019,,123 min,"documentation, european","Summer 2017, a string of brutal police killings of young African American men has sent shockwaves throughout the country. A Black community in the American South tries to cope with the lingering effects of the past and navigate their place in a country that is not on their side. Meanwhile, the Black Panthers prepare a large-scale protest against police brutality."
tm516656,Movie,Chateau Vato,,,US,,2020,,107 min,comedy,A working-class family moves into a mansion after discovering the death of its wealthy owner. Mistaken identity and a rags-to-riches comedy of errors ensue.
